ID_Venta;Fecha_Venta;Codigo_Producto;Cantidad;Precio_Unitario;CUIT_Cliente
876;14/07/2019;LED_TV;78;9548.68;21-49198860-6
877;23/12/2019;PARLANTEBL_23;57;27006.65;21-11992654-4
878;08/04/2020;MOUSE_432;100;22287.41;20-90157698-5
879;16/02/2020;SMART_TV;76;11223.85;21-29525367-8
880;19/06/2019;TECLADO_245;90;24993.85;21-1752886-6
881;03/04/2020;PARLANTEBL_23;51;24821.72;21-81500597-5
882;13/06/2020;PARLANTEBL_23;32;6584.05;20-94937164-8
883;19/10/2019;LED_TV;91;29861.47;21-8101464-9
884;10/11/2019;TECLADO_245;54;25077.07;21-23750204-5
885;03/02/2020;SMART_TV;38;985.24;20-71353311-8
886;17/09/2019;LED_TV;68;1446.9;21-23766911-5
887;18/12/2019;LCD_TV;83;1962.73;21-73804587-8
888;17/01/2020;LED_TV;58;13738.0;20-30709215-9
889;23/05/2020;SMART_TV;65;19054.93;20-23705388-9
890;12/04/2020;SMART_TV;96;15285.16;20-18071724-1
891;16/11/2019;MOUSE_598;31;26087.45;20-32237361-4
892;27/11/2019;MOUSE_598;11;16822.86;20-22004101-8
893;26/07/2019;PARLANTEBL_23;59;15035.67;21-29570174-1
894;18/09/2019;MOUSE_432;13;5690.9;21-68175546-6
895;29/05/2020;MOUSE_432;94;4985.73;21-13638606-2
896;03/05/2020;LED_TV;70;24900.26;20-64036019-7
897;21/01/2020;LCD_TV;88;9886.52;21-46707884-2
898;17/12/2019;MOUSE_432;32;11624.37;21-3749276-1
899;15/09/2019;TECLADO_245;6;28674.68;21-29823000-2
900;31/01/2020;LED_TV;26;7886.9;21-9999450-2
901;08/08/2019;SMART_TV;94;8479.28;21-6007631-6
902;20/02/2020;MOUSE_432;61;20779.66;21-93158850-4
903;19/09/2019;LED_TV;79;25755.73;20-26781976-6
904;17/12/2019;LCD_TV;44;15776.02;20-88201886-1
905;07/09/2019;SMART_TV;52;8054.85;21-60974007-8
906;01/10/2019;LCD_TV;31;27374.91;20-27112260-3
907;04/10/2019;MOUSE_432;37;7745.96;20-84297623-8
908;24/01/2020;MOUSE_432;79;11719.04;21-54169965-8
909;12/07/2019;MOUSE_432;51;8235.44;20-63479628-9
910;29/03/2020;LCD_TV;72;10343.17;20-59594234-8
911;03/04/2020;SMART_TV;26;18935.31;21-16073490-2
912;02/03/2020;SMART_TV;93;12464.93;20-85038830-9
913;15/06/2020;MOUSE_598;26;22642.51;20-56222135-1
914;04/01/2020;MOUSE_598;61;1862.13;20-2137834-6
915;04/06/2020;LCD_TV;21;6058.94;20-54297951-7
916;30/03/2020;MOUSE_432;54;1682.22;21-76197032-6
917;18/08/2019;PARLANTEBL_23;91;7514.99;21-3287368-8
918;03/05/2020;LED_TV;44;29468.86;20-21320616-9
919;08/09/2019;PARLANTEBL_23;13;13490.12;21-20513008-6
920;19/05/2020;LCD_TV;31;16874.41;21-71626076-8
921;10/01/2020;MOUSE_598;4;25532.21;21-23409541-5
922;12/12/2019;LCD_TV;100;19010.9;20-57865438-9
923;16/05/2020;PARLANTEBL_23;97;14588.56;20-23515624-9
924;09/07/2019;TECLADO_245;66;15919.68;20-46360597-5
925;27/07/2019;SMART_TV;31;24352.6;20-33408896-5
926;23/12/2019;MOUSE_598;94;1370.28;20-11466944-9
927;01/10/2019;SMART_TV;31;21189.2;20-59718207-5
928;19/04/2020;LCD_TV;15;11198.77;21-60436813-6
929;04/07/2019;MOUSE_598;31;18756.03;20-4519254-8
930;03/05/2020;SMART_TV;31;28364.49;20-15741593-6
931;13/08/2019;LCD_TV;97;7707.48;21-62282656-3
932;27/11/2019;MOUSE_432;17;29033.63;21-72182893-7
933;14/06/2020;MOUSE_432;18;1920.79;21-7454482-4
934;08/07/2019;LCD_TV;18;18979.28;20-54833230-6
935;05/07/2019;MOUSE_432;58;26601.27;20-19002490-1
936;19/06/2019;TECLADO_245;97;1506.5;21-86690527-3
937;19/09/2019;SMART_TV;77;25243.73;20-24439556-3
938;20/05/2020;MOUSE_432;1;23788.95;21-49845411-8
939;05/01/2020;PARLANTEBL_23;70;15483.87;21-86930278-4
940;30/06/2019;MOUSE_432;58;5414.56;21-2221818-6
941;06/11/2019;MOUSE_598;19;18221.07;21-96124247-4
942;28/12/2019;LCD_TV;99;17995.92;21-49630303-3
943;12/09/2019;PARLANTEBL_23;13;5190.89;20-72546785-7
944;24/03/2020;SMART_TV;12;8577.52;20-12288069-9
945;12/01/2020;TECLADO_245;59;26910.57;20-20224631-3
946;08/09/2019;LED_TV;1;8799.94;20-3337943-5
947;11/02/2020;MOUSE_432;25;6298.06;20-31560994-1
948;04/07/2019;LED_TV;21;2290.67;20-70374926-3
949;01/04/2020;MOUSE_432;47;12791.89;20-27536754-7
950;07/07/2019;PARLANTEBL_23;17;508.55;20-64914767-3
951;12/11/2019;LED_TV;57;7990.11;21-67205169-3
952;10/08/2019;TECLADO_245;21;18833.27;20-72489783-5
953;04/10/2019;TECLADO_245;98;24271.78;21-20437801-5
954;25/02/2020;TECLADO_245;78;3550.48;21-15977234-4
955;04/02/2020;LED_TV;63;10090.2;20-81258766-6
956;13/01/2020;MOUSE_432;48;26344.75;20-4206114-7
957;02/08/2019;MOUSE_598;22;27928.98;20-87701383-5
958;26/05/2020;LCD_TV;71;19401.47;21-63531481-3
959;07/05/2020;LCD_TV;100;29387.15;21-90303301-3
960;13/12/2019;TECLADO_245;48;28467.38;21-9276009-3
961;06/10/2019;MOUSE_598;11;2665.09;21-62231776-4
962;18/04/2020;MOUSE_598;66;20769.27;20-29113433-7
963;18/07/2019;TECLADO_245;97;14187.25;21-1374135-2
964;08/09/2019;TECLADO_245;22;10688.43;21-25745169-8
965;07/07/2019;LCD_TV;51;24118.73;20-90182778-1
966;20/09/2019;LCD_TV;26;23341.3;21-79316005-6
967;05/01/2020;LED_TV;44;21944.24;20-82774106-1
968;01/12/2019;TECLADO_245;75;20992.4;20-30612187-1
969;28/03/2020;SMART_TV;34;21231.73;20-1849358-8
970;20/11/2019;PARLANTEBL_23;6;9107.41;20-31637076-3
971;24/02/2020;MOUSE_432;60;13133.07;21-92118573-9
972;22/12/2019;TECLADO_245;63;24804.49;21-86933812-1
973;01/07/2019;PARLANTEBL_23;69;27347.25;21-91103946-9
974;27/08/2019;MOUSE_432;26;15964.58;21-45584398-3
975;08/10/2019;LED_TV;74;5095.07;21-22688182-3
976;04/04/2020;MOUSE_598;99;6569.26;20-53356232-5
977;28/02/2020;LED_TV;23;5324.5;21-83368844-7
978;01/07/2019;TECLADO_245;46;23331.69;20-52690554-9
979;19/04/2020;TECLADO_245;33;17575.05;20-82261254-9
980;07/04/2020;TECLADO_245;3;26259.25;20-53576071-6
981;09/07/2019;TECLADO_245;15;12361.46;20-75002856-9
982;10/06/2020;MOUSE_598;18;16587.29;20-27761242-7
983;31/08/2019;SMART_TV;87;10561.51;20-73810780-3
984;01/07/2019;PARLANTEBL_23;84;1358.51;21-70810479-8
985;13/12/2019;LCD_TV;35;1293.03;20-39832223-4
986;04/03/2020;LCD_TV;68;24519.43;21-21423747-5
987;12/06/2020;LED_TV;50;16464.75;20-70663345-3
988;02/12/2019;PARLANTEBL_23;76;7700.79;20-16282247-4
989;20/06/2019;MOUSE_432;41;8274.8;21-72686648-6
990;19/04/2020;TECLADO_245;21;1511.8;21-5461086-7
991;23/06/2019;TECLADO_245;87;19786.4;21-96600425-7
992;27/10/2019;MOUSE_432;56;403.71;21-95194347-7
993;10/02/2020;MOUSE_432;93;24176.5;21-1631714-3
994;03/08/2019;LCD_TV;83;13772.02;21-67874873-6
995;24/10/2019;TECLADO_245;30;23248.34;21-86799932-9
996;01/02/2020;MOUSE_598;96;6953.01;20-3937626-9
997;05/11/2019;MOUSE_598;14;25860.37;21-45977699-7
998;13/09/2019;SMART_TV;49;9280.66;20-10968288-1
999;24/07/2019;LCD_TV;32;24762.81;21-31724144-1
1000;17/02/2020;MOUSE_432;51;15242.03;20-79299532-1
